source,it,fpr,tpr
gw,0,0.0,0.0
gw,0,0.0,0.005681818181818182
gw,0,0.0012674271229404308,0.005681818181818182
gw,0,0.0012674271229404308,0.011363636363636364
gw,0,0.0025348542458808617,0.011363636363636364
gw,0,0.0025348542458808617,0.03409090909090909
gw,0,0.0038022813688212928,0.03409090909090909
gw,0,0.0038022813688212928,0.03977272727272727
gw,0,0.0063371356147021544,0.03977272727272727
gw,0,0.0063371356147021544,0.0625
gw,0,0.010139416983523447,0.0625
gw,0,0.010139416983523447,0.06818181818181818
gw,0,0.011406844106463879,0.06818181818181818
gw,0,0.011406844106463879,0.07386363636363637
gw,0,0.01394169835234474,0.07386363636363637
gw,0,0.01394169835234474,0.07954545454545454
gw,0,0.015209125475285171,0.07954545454545454
gw,0,0.015209125475285171,0.08522727272727272
gw,0,0.016476552598225603,0.08522727272727272
gw,0,0.016476552598225603,0.09090909090909091
gw,0,0.021546261089987327,0.09090909090909091
gw,0,0.021546261089987327,0.09659090909090909
gw,0,0.022813688212927757,0.09659090909090909
gw,0,0.022813688212927757,0.10795454545454546
gw,0,0.024081115335868188,0.10795454545454546
gw,0,0.024081115335868188,0.11363636363636363
gw,0,0.025348542458808618,0.11363636363636363
gw,0,0.025348542458808618,0.11931818181818182
gw,0,0.026615969581749048,0.11931818181818182
gw,0,0.026615969581749048,0.13068181818181818
gw,0,0.02788339670468948,0.13068181818181818
gw,0,0.02788339670468948,0.14772727272727273
gw,0,0.030418250950570342,0.14772727272727273
gw,0,0.030418250950570342,0.1534090909090909
gw,0,0.031685678073510776,0.1534090909090909
gw,0,0.031685678073510776,0.16477272727272727
gw,0,0.032953105196451206,0.16477272727272727
gw,0,0.032953105196451206,0.17045454545454544
gw,0,0.034220532319391636,0.17045454545454544
gw,0,0.034220532319391636,0.17613636363636365
gw,0,0.04055766793409379,0.17613636363636365
gw,0,0.04055766793409379,0.19886363636363635
gw,0,0.045627376425855515,0.19886363636363635
gw,0,0.045627376425855515,0.21022727272727273
gw,0,0.046894803548795945,0.21022727272727273
gw,0,0.046894803548795945,0.2159090909090909
gw,0,0.049429657794676805,0.2159090909090909
gw,0,0.049429657794676805,0.23863636363636365
gw,0,0.050697084917617236,0.23863636363636365
gw,0,0.050697084917617236,0.24431818181818182
gw,0,0.053231939163498096,0.24431818181818182
gw,0,0.053231939163498096,0.2556818181818182
gw,0,0.05449936628643853,0.2556818181818182
gw,0,0.05449936628643853,0.26136363636363635
gw,0,0.05576679340937896,0.26136363636363635
gw,0,0.05576679340937896,0.2897727272727273
gw,0,0.06337135614702155,0.2897727272727273
gw,0,0.06337135614702155,0.30113636363636365
gw,0,0.0697084917617237,0.30113636363636365
gw,0,0.0697084917617237,0.3068181818181818
gw,0,0.07984790874524715,0.3068181818181818
gw,0,0.07984790874524715,0.3125
gw,0,0.08365019011406843,0.3125
gw,0,0.08365019011406843,0.3181818181818182
gw,0,0.09378960709759189,0.3181818181818182
gw,0,0.09378960709759189,0.3352272727272727
